Matrícula,Código,Cargo/Função
67334,FG-2,Chefe do Servico de Controle da Frota do Poder Judiciario
67350,CJS-4,Assessor Tecnico da Secretaria de Administracao
67423,FG-1,Chefe da Secao de Almoxarifado do Tribunal de Justica
67539,CJS-6,"Secretario Adjunto da Secretaria de Planejamento, Coordenacao e Financas"
67555,CJS-4,Assessor(a)
67610,CJS-4,Coordenador de Orcamento
67636,FG-2,Chefe do Servico de Licitacoes
67792,FG-2,Chefe do Servico de Publicacao Oficial
67806,FG-1,Secretario da Vice-Presidencia
67814,FG-2,Chefe do Serviço de Bens Apreendidos da Comarca de Ananindeua
67873,CJS-4,Coordenador(a) de Governanca
67954,CJS-4,Assessor Tecnico-Administrativo do Departamento Financeiro
68047,FG-2,Chefe do Serviço de Bens Apreendidos da Comarca de Santarem
68217,CJS-3,Diretor de Secretaria da 1ª Vara de Familia de Ananindeua
68713,CJS-3,Diretor de Secretaria da 12ª Vara do Juizado Especial Civel de Belem
68845,CJS-2,Assessor de Juiz da 6ª Vara do Juizado Especial Civel de Belem
69299,CJS-5,Diretor do Departamento de Documentacao e Informacao
69396,CJS-3,Diretor de Secretaria da Vara Criminal de Abaetetuba
69540,CJS-3,Diretor de Secretaria 7VCE-Coord Nucleo de Atendimento UPJ-Varas Civ e Empresarias (7ª a 11ª)
69809,CJS-2,Chefe da Unidade de Arrecadacao-FRJ - Belem
70106,FG-2,Chefe do Servico de Acompanhamento de Estagios
70149,CJS-8,Secretario de Administracao
70254,FG-2,Chefe de Servico de Desenvolvimento de Projetos
70378,CJS-3,Diretor de Secretaria da Vara de Execucao Penal de Maraba
70467,CJS-2,Assessor de Juiz da 1ª Vara de Juiz(a) das Garantias das Comarcas do Interior
70580,CJS-6,Secretario Geral - UPJ Turmas de Dir Publico e de Dir Privado (Sec1CCivIso)
70637,CJS-4,Chefe da Assessoria Juridica da Secretaria de Gestao de Pessoas
71366,CJS-6,Assessor de Desembargador
71773,CJS-3,Diretor de Secretaria da 5ª Vara Criminal de Belem
71862,CJS-4,Assessor da Presidencia
73164,CJI,Assistente de Desembargador
73253,CJS-6,Assessor de Desembargador
73300,CJS-4,Assessor da Coordenadoria de Recursos Extraordinarios e Especiais
73342,CJS-6,Chefe de Gabinete da Presidencia
74047,CJS-2,Assessor de Juiz da 5ª Vara do Juizado Especial Civel de Belem
74616,CJS-4,Assessor da Presidencia
74942,CJS-3,Assessor da Secretaria de Gestao de Pessoas
75019,CJS-3,Assessor Tecnico-Administrativo do Departamento Financeiro
75124,CJS-4,Assessor de Plenario
75175,CJS-4,Assessor Tecnico da Secretaria de Administracao
75590,CJS-6,Assessor de Desembargador
75850,CJS-3,Secretario da Coordenadoria dos Juizados Especiais
76376,CJS-6,Assessor de Desembargador
77941,CJS-4,Assessor Juridico da Vice-Presidencia
78506,CJS-2,Assessor de Juiz da 9ª Vara Criminal de Belem
78751,CJS-6,Assessor(a) de Desembargador(a)
78859,CJS-6,Assessor de Desembargador
78913,CJS-6,Assessor de Desembargador
78948,CJS-2,Assessor de Juiz da 1ª Vara de Crimes contra a Dignidade Sexual de Criancas e Adolescentes de Belem
79022,CJS-6,Coordenador(a) de Gabinete
79146,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Redencao
79154,CJS-3,Chefe de Divisao de Administracao de Dados e Inteligencia de Negocios
79294,CJS-3,"Diretor de Secretaria da Vara de Fazenda Publica, Execucao Fiscal e Acidentes do Trabalho de Maraba"
79430,CJS-2,Assessor de Juiz da Turma Recursal Permanente dos Juizados Especiais da Fazenda Publica
79502,CJS-3,Diretor de Secretaria da Vara Criminal e de Execucoes Fiscais de Conceicao do Araguaia
79510,CJS-2,Assessor de Juiz da 5ª Vara Criminal de Belem
79596,CJS-3,Diretor de Secretaria 1VCE-Coord Nucleo de Atendim da UPJ-Varas Civeis e Emp de Santarem
81124,CJS-3,Diretor de Secretaria 1VExFiscal-Secretario Geral da UPJ-Varas Exec Fiscal
81159,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Maraba
81167,CJS-3,Diretor de Secretaria da Vara do Juizado Especial Criminal de Icoaraci
81221,CJS-3,Diretor de Secretaria 2VCE-Coord Nucleo de Movim Processual da UPJ-Varas Civeis e Emp de Santarem
81876,CJS-3,Diretor de Secretaria da 3ª Vara Civel e Empresarial de Altamira
81906,CJS-3,Diretor de Secretaria da 1ª Vara Criminal de Belem
82571,CJS-6,Coordenador de Gabinete
83186,CJI,Assistente de Desembargador
83810,FG-2,Chefe do Servico de Calculo
83933,CJI,Assistente de Desembargador
84671,CJS-2,Assessor de Juiz da 5ª Vara de Familia de Belem
8524,CJS-3,Coordenador(a) da Central de Mandados da Comarca de Ananindeua
85278,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Altamira
85791,CJS-3,Diretor de Secretaria da Vara Criminal de Barcarena
85812,CJS-5,"Diretor do Departamento de Planejamento, Gestao e Estatistica"
85821,CJS-2,Assessor de Juiz da 2ª Vara do Juizado Especial Civel e Criminal de Maraba
85898,CJI,Chefe da Unidade Local de Arrecadacao - Dom Eliseu
86151,CJS-2,Assessor de Juiz da 4ª Vara Civel e Empresarial de Santarem
86207,CJS-3,Diretor de Secretaria da Vara Unica de Faro
86428,CJS-3,Diretor de Secretaria da Vara Unica de Peixe-Boi
87602,CJS-3,Diretor de Secretaria da Vara Unica de Irituia
87653,CJS-4,Assessor Tecnico Administrativo da Secretaria de Administracao
87891,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Marituba
88030,CJS-3,Diretor de Secretaria da Vara Unica de Sao Domingos do Araguaia
88277,FG-2,Chefe do Servico de Avaliacao de Desempenho
88749,FG-1,Chefe do Servico de Protocolo Civel
89460,CJS-3,Diretor de Secretaria da Vara Unica de Bujaru
89494,FG-2,Chefe do Servico de Fiscalizacao da Arrecadacao dos Servicos Judiciais
89605,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Altamira
90433,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Xinguara
90468,CJS-3,Diretor de Secretaria da Vara Agraria de Castanhal
90581,FG-2,Chefe do Servico de Contadoria do Juizo e Partilha
906,CJS-3,Diretor de Secretaria da Vara Unica de Medicilandia
91464,CJS-6,Assessor de Desembargador
91499,CJS-3,Diretor de Secretaria da Vara de Familia Distrital de Icoaraci
9156,CJS-6,Secretario do Nucleo de Sessoes de Julgamento-UPJ Turmas de Dir Pub e de Dir Privado (Sec3CCIso)
91588,CJS-6,Assessor(a) de Desembargador(a)
91677,FG-2,Chefe do Servico de Prestacao de Contas
91812,CJS-8,Secretario de Auditoria Interna
92142,CJS-1,Chefe da URA-FRJ - 12RJ-Xinguara
92754,CJS-3,Chefe da Divisao de Editoracao e Publicacao - EJPA
92908,CJS-3,Diretor de Secretaria da 2ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
92959,CJS-3,Diretor de Secretaria da 2ª Vara Cumulativa de Cameta
93025,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Paragominas
93041,CJS-3,Diretor de Secretaria da 5ª Vara do Juizado Especial Civel de Belem
93068,CJS-3,Diretor de Secretaria da Vara de Crimes contra Criancas e Adolescentes de Belem
93220,CJS-3,Diretor de Secretaria 3VFam-Coord Nucleo Atend da UPJ-Varas Exec Fiscal
93238,FG-1,Chefe do Serviço de Correspondencias do Forum Criminal da Capital
93271,CJS-6,Assessor de Desembargador
93777,CJS-3,Diretor de Secretaria da 1ª Vara Cumulativa de Cameta
93882,CJS-4,Assessor da Secretaria de Administracao
94153,CJS-6,Assessor(a) de Desembargador(a)
94200,CJS-4,Assessor de Plenario
94455,CJS-3,Coordenador da Central de Mandados do Forum Civel
94463,CJS-3,Diretor de Secretaria da 1ª Vara Civel e Empresarial de Castanhal
94501,CJS-6,Assessor de Desembargador
94595,FG-1,Chefe da Secao de Controle de Frota do Tribunal de Justica
94625,FG-2,Chefe do Servico de Manutencao de Equipamentos e Instalacoes - SEA
95079,CJS-2,Assessor de Juiz da 8ª Vara Criminal da Comarca de Belem
95354,CJS-3,Assessor da Ouvidoria Agraria
95796,CJS-5,Diretor do Departamento Academico - EJPA
95915,CJS-4,Coordenador de Controle de Indicadores e Metas
95923,CJS-4,Assessor de Plenario
95974,CJI,Chefe de Arrecadacao Local - Tribunal de Justica
96105,CJS-8,Secretario Judiciario
96164,CJS-3,Diretor de Secretaria da 2ª Vara Criminal de Ananindeua
96172,CJS-6,Coordenador de Gabinete
96202,CJS-3,Diretor de Secretaria da 8ª Vara Criminal de Belem
96288,CJS-3,Diretor de Secretaria da 2ª Vara Civel e Empresarial de Marituba
96415,CJS-3,Diretor de Secretaria da Vara Criminal de Paragominas
96504,CJS-4,Assessor dos Juizados Especiais
96521,CJS-6,Assessor de Desembargador
96601,CJS-3,Coordenador da Central de Mandados do Forum Criminal
96610,CJI,Chefe da Unidade Local de Arrecadacao - Monte Alegre
9733,CJS-3,Diretor de Secretaria da 3ª Vara Criminal de Ananindeua
97586,CJS-1,Chefe da URA-FRJ - 1RJ-Ananindeua
97616,CJS-8,Secretario(a) de Gestao de Pessoas
97624,CJS-6,Assessor de Desembargador
97691,CJS-6,Assessor de Desembargador
97837,CJS-3,Assessor Tecnico da Coordenadoria de Saude
97896,CJS-3,Assessor Tecnico do Departamento Administrativo / Financeiro da EJPA
97918,CJS-6,Assessor de Desembargador
97926,CJI,Assistente
97951,CJS-4,Assessor(a) Juridico(a) da Corregedoria-Geral de Justica
97969,CJS-2,Assessor de Juiz da 7ª Vara de Familia de Belem
97977,CJI,Assistente de Gabinete da Secretaria de Gestao de Pessoas
98001,CJI,Chefe da Unidade Local de Arrecadacao - Benevides
98051,CJS-3,Chefe da Divisao de Contabilidade
98060,CJS-4,Assessor da Coordenadoria de Recursos Extraordinarios e Especiais
98078,CJS-3,Chefe da Divisao de Registro de Acordaos e Jurisprudencia
98086,CJI,Chefe da Unidade Local de Arrecadacao - Igarape-Acu
98108,CJS-4,Assessor Juridico da Secretaria de Administracao
98124,CJS-4,Assessor da Secretaria de Gestao de Pessoas
98132,CJS-4,Assessor Juridico do Departamento Financeiro
98159,CJS-3,Assessor Tecnico da Divisao de Acompanhamento e Controle de Arrecadacao dos Servicos Judiciais
98221,CJS-3,Assessor Tecnico da Divisao de Acompanhamento e Controle de Arrecadacao dos Servicos Extrajudiciais
98299,CJI,Chefe da Unidade Local de Arrecadacao-F Distrital Icoaraci
98353,CJS-3,Diretor de Secretaria da Vara de Juizado Especial Civel e Criminal da Comarca de Altamira
98396,CJS-3,Assessor Tecnico Administrativo da Secretaria de Engenharia e Arquitetura
98485,CJS-3,Chefe da Divisao do Servico Social das Varas de Familia
98621,CJS-3,Diretor de Secretaria da 1ª Vara da Infancia e Juventude de Belem
98671,CJS-2,Assessor de Juiz da Vara do Juizado Especial Criminal do Meio Ambiente de Belem
98701,CJS-6,Assessor de Desembargador
98795,CJS-2,Assessor de Juiz da 2ª Vara de Familia de Belem
98965,CJI,Chefe da Unidade Local de Arrecadacao - Braganca
98981,CJI,Chefe da Unidade Local de Arrecadacao - Capitao Poco
99007,CJI,Chefe da Unidade Local de Arrecadacao - Bujaru
99066,CJS-2,Assessor de Juiz da 3ª Vara de Violencia Domestica e Familiar contra a Mulher de Belem
99104,CJS-2,Assessor de Juiz da 4ª Vara Criminal de Ananindeua
99139,CJS-3,Diretor de Secretaria da Vara Agraria de Altamira
99163,CJI,Chefe da Unidade Local de Arrecadacao - Augusto Correa
99295,CJS-2,Assessor de Juiz da 3ª Vara Civel e Empresarial de Santarem
99635,CJS-2,Assessor de Juiz da 3ª Turma Recursal Permanente dos Juizados Especiais
99856,CJS-6,Coordenador de Gabinete
99864,CJS-3,Chefe da Divisao de Apoio Tecnico Juridico
99899,CJI,Assistente de Desembargador
99937,CJS-6,Assessor de Desembargador
